0.52	0.09	0.62	0.25	0.56	1.17	10.40	0.01	0.22
0.47	0.09	0.53	0.22	0.48	1.07	9.90	0.01	0.22
0.43	0.10	0.53	0.21	0.48	1.97	8.20	0.01	0.22
0.49	0.03	0.66	0.31	0.59	0.96	10.00	0.02	0.22
0.14	0.02	0.21	0.16	0.15	0.51	4.80	0.01	0.22
0.23	0.01	0.34	0.26	0.22	0.51	5.00	0.01	0.22
0.24	0.04	0.26	0.15	0.22	1.07	6.10	0.01	0.22
0.42	0.00	0.61	0.33	0.52	1.42	8.70	0.01	0.22

